-190	0.00782
-150	0.01169
-100	0.0162
-75	0.01834
-50	0.02041
-25	0.02241
-15	0.0232
-10	0.02359
-5	0.02397
0	0.02436
5	0.02474
10	0.02512
15	0.0255
20	0.02587
25	0.02624
30	0.02662
40	0.02735
50	0.02808
60	0.0288
80	0.03023
100	0.03162
125	0.03333
150	0.035
175	0.03664
200	0.03825
225	0.03983
300	0.04441
412	0.05092
500	0.05579
600	0.06114
700	0.06632
800	0.07135
900	0.07626
1000	0.08108
1100	0.08583
