----------------------------------COORIDINATES-----------------------------------
	X			Y			Z		   t   
-9025265.322218949	15339208.667569563	20559335.583845362	-172800.0
11230098.56591691	-18105943.327705067	6419793.6978500215	-172800.0
-1992523.7705175634	6865129.103038837	17145534.763799366	-172800.0
12475348.327196226	12537844.666146696	-18862905.440164845	-172800.0
-18483859.125245765	20760443.159315564	-16102267.746310541	-172800.0
23070899.352042604	6767657.15132907	-10622668.167146906	-172800.0
13039431.521551399	18801849.478434205	4342190.477199831	-172800.0
-10041924.419635382	-22187871.389873262	3700176.3537688707	-172800.0
19101049.231897086	-23493001.83080691	10232466.409475068	-172800.0
446332.3931452371	14745198.250259958	-13239688.755639736	-172800.0
-17362181.72207242	-24077047.35614546	-7896362.777271816	-172800.0
9658392.258540772	-3644190.7257130938	21725150.773488436	-172800.0
-3579865.8186995448	23615798.853807893	8020492.908643242	-172800.0
1538226.1903002914	-10783230.132343762	20152114.51649712	-172800.0
-16031118.66557454	-17519133.43503555	19720610.57013258	-172800.0
-21833043.24349764	14826646.170191707	-3609.78989890826	-172800.0
-799648.7177599203	6431588.792562858	20812395.886310503	-172800.0
-13753412.880895162	-1956983.8336943379	13805939.98691845	-172800.0
-8505041.304942762	118373.57568790019	-15934206.749589417	-172800.0
-3910413.4281232245	-24863003.385054562	-7313958.228036395	-172800.0
-20098613.732814454	-5819834.020059991	-7557642.220405903	-172800.0
-12612328.402235318	15688769.948131144	-21668306.475954615	-172800.0
-11046924.786258861	-6803855.85844961	20996275.956593964	-172800.0
-16440775.84292469	-9280202.816413775	15490454.81975647	-172800.0
-17438386.89568919	16941400.0539428	-18686807.967647355	-172800.0
-731062.3505556695	-13230092.164983898	-14630557.875138426	-172800.0
17039031.860750925	12066882.42135937	17344863.09681625	-172800.0
3443285.222175697	14731539.73351727	21868311.811783094	-172800.0
-14584631.198864663	24554804.79833839	4728131.7318391055	-172800.0
-6312270.524291607	16297782.892980482	-21215352.139447235	-172800.0
-894890.3268347159	-13272280.215264838	14449780.5153048	-172800.0
-15849181.707910229	-11770609.288327377	21191138.904879354	-172800.0
-17553686.353393782	12053709.536825728	-16604405.001644833	-172800.0
-16950244.776592832	-23949113.30912067	5829535.010000536	-172800.0
-25163966.4212106	6184433.392596783	7491441.202834143	-172800.0
17533492.057087064	23372224.23860807	-12300470.079420367	-172800.0
23515100.27876059	17374349.371955745	-12509207.54542449	-172800.0
22807594.917602412	-18579641.799742706	4911388.794736224	-172800.0
-2972624.8002218883	24714336.165815	-6436058.32823035	-172800.0
-18162316.888398483	7983536.295141738	-8184636.87753439	-172800.0
