----------------------------------COORIDINATES-----------------------------------
	X			Y			Z		   t   
16948632.808570534	15567558.586457076	-18373129.43332389	-172800.0
-10385649.637140788	-25604174.806480546	-7175053.849723536	-172800.0
-16879009.849152416	6890213.698186534	14935680.23328135	-172800.0
19913381.873836618	-17429368.046027407	-313942.0655679937	-172800.0
3673845.0806331276	15634914.849235138	-21903352.49072614	-172800.0
-21239102.220714755	20720664.662121214	-6985841.1981195165	-172800.0
1544364.5997765549	21185389.86734171	8555978.743011324	-172800.0
-13865012.878414098	-2209515.7680644793	-21713877.962943636	-172800.0
7315958.404935732	-3719407.849891848	15709436.356202003	-172800.0
-13991421.342592288	-25299764.47991038	6040043.462612406	-172800.0
15744762.219355453	19796164.403412342	16671463.767277695	-172800.0
-5096679.860569183	1306799.6357100941	19704241.317718424	-172800.0
15501440.924494468	-15749357.708534751	21044228.56078238	-172800.0
8560408.008315815	2859299.186897449	14649939.78509113	-172800.0
-12246506.524645884	25451784.809490636	5425552.134854482	-172800.0
-6935394.3280970575	-8195757.672071484	14536240.588402484	-172800.0
16569487.887759836	-17381701.52365161	18965934.012672156	-172800.0
5284897.343485482	14085215.690349234	16297063.647589458	-172800.0
19310670.243386425	-771256.1476420322	-10524843.682697639	-172800.0
-8355137.386511926	-9639873.450601032	21373636.29564558	-172800.0
-17212185.65373398	-16036183.267972225	4041048.950425761	-172800.0
866499.6532493699	12372004.436472801	20956861.430363756	-172800.0
-2066026.497687965	25571442.165595304	-2585183.039483921	-172800.0
-19906590.764535297	17356382.711602457	-17231485.466142457	-172800.0
-5533699.896306896	2894392.142884439	-20681825.047037687	-172800.0
-8453317.45801998	-16071209.80672846	20485353.39785769	-172800.0
-12992294.57855471	4278023.934062883	21060819.39311855	-172800.0
8655825.346682165	15198727.472257933	21919542.748139933	-172800.0
-2902990.6831771126	-24427945.174465764	4887832.18678949	-172800.0
-20496776.8296414	22210824.969615493	-11217236.277655277	-172800.0
-13348618.747445878	16312565.243110321	-6004943.068041952	-172800.0
